input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,betrail_score,betrail_match_name,betrail_match_score,betrail_profile_url,combined_score,notes
Marco De Salvador,808.0,Marco DE SALVADOR,1.0,https://utmb.world/runner/109136.marco.desalvador,828.0,Marco DE SALVADOR,1.0,https://itra.run/RunnerSpace/DE SALVADOR.Marco/109136,,,,,816.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Marco Zanoner,798.0,Marco ZANONER,1.0,https://utmb.world/runner/3337035.marco.zanoner,839.0,Marco ZANONER,1.0,https://itra.run/RunnerSpace/ZANONER.Marco/3337035,,,,,814.4,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Marco Bellini,771.0,Marco BELLINI,1.0,https://utmb.world/runner/4465716.marco.bellini,821.0,Marco BELLINI,1.0,https://itra.run/RunnerSpace/BELLINI.Marco/4440892,,,,,791.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Alberto Freschi,766.0,Alberto FRESCHI,1.0,https://utmb.world/runner/4249785.alberto.freschi,807.0,Alberto FRESCHI,1.0,https://itra.run/RunnerSpace/FRESCHI.Alberto/4286529,,,,,782.4,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Rémy Valenti,759.0,Rémy VALENTI,1.0,https://utmb.world/runner/4200273.remy.valenti,776.0,Remy VALENTI,1.0,https://itra.run/RunnerSpace/VALENTI.Remy/4208606,,,,,765.8,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Danilo Peruch,740.0,Danilo PERUCH,1.0,https://utmb.world/runner/2658861.danilo.peruch,800.0,Danilo PERUCH,1.0,https://itra.run/RunnerSpace/PERUCH.Danilo/2658861,,,,,764.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Thomas Coradazzi,754.0,Thomas CORADAZZI,1.0,https://utmb.world/runner/6686422.thomas.coradazzi,756.0,Thomas CORADAZZI,1.0,https://itra.run/RunnerSpace/CORADAZZI.Thomas/5957108,,,,,754.8,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Marco Nuti,738.0,Marco NUTI,1.0,https://utmb.world/runner/1923489.marco.nuti,767.0,Marco NUTI,1.0,https://itra.run/RunnerSpace/NUTI.Marco/1923489,,,,,749.6,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Francesco Mazzola,755.0,Francesco MAZZOLA,1.0,https://utmb.world/runner/4316292.francesco.mazzola,739.0,Francesco MAZZOLA,1.0,https://itra.run/RunnerSpace/MAZZOLA.Francesco/4349953,,,,,748.6,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Ion Coban,729.0,Ion COBAN,1.0,https://utmb.world/runner/4833268.ion.coban,759.0,Ion COBAN,1.0,https://itra.run/RunnerSpace/COBAN.Ion/4658966,,,,,741.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Marco Ferrari,751.0,Marco FERRARI,1.0,https://utmb.world/runner/6747215.marco.ferrari,725.0,Marco FERRARI,1.0,https://itra.run/RunnerSpace/FERRARI.Marco/6342424,,,,,740.5999999999999,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Matteo Paladin,724.0,Matteo PALADIN,1.0,https://utmb.world/runner/4029843.matteo.paladin,737.0,Matteo PALADIN,1.0,https://itra.run/RunnerSpace/PALADIN.Matteo/4442655,,,,,729.2,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Markus Pannier,729.0,Markus PANNIER,1.0,https://utmb.world/runner/5522860.markus.pannier,722.0,Markus PANNIER,1.0,https://itra.run/RunnerSpace/PANNIER.Markus/5095214,,,,,726.2,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Alberto Perobello,697.0,Alberto PEROBELLO,1.0,https://utmb.world/runner/7179328.alberto.perobello,766.0,Alberto PEROBELLO,1.0,https://itra.run/RunnerSpace/PEROBELLO.Alberto/5932796,,,,,724.6,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Andrea Menegatti,713.0,Andrea MENEGATTI,1.0,https://utmb.world/runner/4206348.andrea.menegatti,734.0,Andrea MENEGATTI,1.0,https://itra.run/RunnerSpace/MENEGATTI.Andrea/4176300,,,,,721.4000000000001,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Andrea Della Rovere,707.0,Andrea DELLA ROVERE,1.0,https://utmb.world/runner/988261.andrea.dellarovere,706.0,Andrea DELLA ROVERE,1.0,https://itra.run/RunnerSpace/DELLA ROVERE.Andrea/988261,,,,,706.6,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
devid chiaretto,689.0,Devid CHIARETTO,1.0,https://utmb.world/runner/1576119.devid.chiaretto,730.0,Devid CHIARETTO,1.0,https://itra.run/RunnerSpace/CHIARETTO.Devid/1576119,,,,,705.4,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Nicola Guidetti,697.0,Nicola GUIDETTI,1.0,https://utmb.world/runner/4141106.nicola.guidetti,717.0,Nicola GUIDETTI,1.0,https://itra.run/RunnerSpace/GUIDETTI.Nicola/4141106,,,,,705.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Michaela Wolf,710.0,Michaela WOLF,1.0,https://utmb.world/runner/1128739.michaela.wolf,695.0,Michaela WOLF,1.0,https://itra.run/RunnerSpace/WOLF.Michaela/4585659,,,,,704.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
FEDERICO DEBORTOLI,670.0,Federico DEBORTOLI,1.0,https://utmb.world/runner/5784992.federico.debortoli,737.0,Federico DEBORTOLI,1.0,https://itra.run/RunnerSpace/DEBORTOLI.Federico/5189917,,,,,696.8,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Lorenzo Orlandi,689.0,Lorenzo ORLANDI,1.0,https://utmb.world/runner/4731552.lorenzo.orlandi,703.0,Lorenzo ORLANDI,1.0,https://itra.run/RunnerSpace/ORLANDI.Lorenzo/4554746,,,,,694.5999999999999,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Luca Sighel,672.0,Luca SIGHEL,1.0,https://utmb.world/runner/109101.luca.sighel,724.0,Luca SIGHEL,1.0,https://itra.run/RunnerSpace/SIGHEL.Luca/4849746,,,,,692.8,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Andreas Ohr,682.0,Andreas OHR,1.0,https://utmb.world/runner/5522890.andreas.ohr,700.0,Andreas OHR,1.0,https://itra.run/RunnerSpace/OHR.Andreas/5095231,,,,,689.2,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Luca Assolari,673.0,Luca ASSOLARI,1.0,https://utmb.world/runner/4141069.luca.assolari,698.0,Luca ASSOLARI,1.0,https://itra.run/RunnerSpace/ASSOLARI.Luca/4141069,,,,,683.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Gianluca Mazzetti,671.0,Gianluca MAZZETTI,1.0,https://utmb.world/runner/6664796.gianluca.mazzetti,701.0,Gianluca MAZZETTI,1.0,https://itra.run/RunnerSpace/MAZZETTI.Gianluca/5941548,,,,,683.0,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Ben Gilder,683.0,Ben GILDER,1.0,https://utmb.world/runner/7697161.ben.gilder,669.0,Ben GILDER,1.0,https://itra.run/RunnerSpace/GILDER.Ben/6630392,,,,,677.4000000000001,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Caroline-claudia Erhart,675.0,Caroline-Claudia ERHART,1.0,https://utmb.world/runner/5441669.carolineclaudia.erhart,,,,,,,,,675.0,ITRA not found; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Davide Dan,661.0,Davide DAN,1.0,https://utmb.world/runner/109454.davide.dan,672.0,Davide DAN,1.0,https://itra.run/RunnerSpace/DAN.Davide/109454,,,,,665.4,ITRA stale score repo fallback used; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Ivita Šale,663.0,Ivita ŠALE (Ivita SALE),1.0,https://utmb.world/runner/1983531.ivita.sale,,,,,,,,,663.0,ITRA skipped because UTMB 663.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Giacomo Danieli,658.0,Giacomo DANIELI,1.0,https://utmb.world/runner/4976578.giacomo.danieli,,,,,,,,,658.0,ITRA skipped because UTMB 658.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Luca Barzaghi,656.0,Luca BARZAGHI,1.0,https://utmb.world/runner/5007890.luca.barzaghi,,,,,,,,,656.0,ITRA skipped because UTMB 656.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Gabriele Simi,654.0,Gabriele SIMI,1.0,https://utmb.world/runner/880361.gabriele.simi,,,,,,,,,654.0,ITRA skipped because UTMB 654.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Dario Righi,649.0,Dario RIGHI,1.0,https://utmb.world/runner/4242860.dario.righi,,,,,,,,,649.0,ITRA skipped because UTMB 649.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Witold Juda,648.0,Witold JUDA,1.0,https://utmb.world/runner/684783.witold.juda,,,,,,,,,648.0,ITRA skipped because UTMB 648.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
GERHARD PITTSCHIELER,644.0,Gerhard PITTSCHIELER,1.0,https://utmb.world/runner/806406.gerhard.pittschieler,,,,,,,,,644.0,ITRA skipped because UTMB 644.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Alberto Folchini,643.0,Alberto FOLCHINI,1.0,https://utmb.world/runner/4054536.alberto.folchini,,,,,,,,,643.0,ITRA skipped because UTMB 643.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MICHAL LINKOWSKI,643.0,Michał LINKOWSKI,1.0,https://utmb.world/runner/548364.michal.linkowski,,,,,,,,,643.0,ITRA skipped because UTMB 643.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Michael Becchetti,641.0,Michael BECCHETTI,1.0,https://utmb.world/runner/6047278.michael.becchetti,,,,,,,,,641.0,ITRA skipped because UTMB 641.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Gianni Berlanda,641.0,Gianni BERLANDA,1.0,https://utmb.world/runner/2483763.gianni.berlanda,,,,,,,,,641.0,ITRA skipped because UTMB 641.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Sinuhe Sacchi,639.0,Sinuhe SACCHI,1.0,https://utmb.world/runner/5013988.sinuhe.sacchi,,,,,,,,,639.0,ITRA skipped because UTMB 639.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Marco Brighenti,636.0,Marco BRIGHENTI,1.0,https://utmb.world/runner/2031275.marco.brighenti,,,,,,,,,636.0,ITRA skipped because UTMB 636.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Giovanni Cornacchini,636.0,Giovanni CORNACCHINI,1.0,https://utmb.world/runner/7241382.giovanni.cornacchini,,,,,,,,,636.0,ITRA skipped because UTMB 636.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Ivan Saburov,633.0,Ivan SABUROV,1.0,https://utmb.world/runner/3076667.ivan.saburov,,,,,,,,,633.0,ITRA skipped because UTMB 633.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Svetlana Ciobanu,629.0,Svetlana CIOBANU,1.0,https://utmb.world/runner/1313127.svetlana.ciobanu,,,,,,,,,629.0,ITRA skipped because UTMB 629.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Emiliano Andreatta,627.0,Emiliano ANDREATTA,1.0,https://utmb.world/runner/4107530.emiliano.andreatta,,,,,,,,,627.0,ITRA skipped because UTMB 627.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MATTEO TREVISAN,627.0,Matteo TREVISAN,1.0,https://utmb.world/runner/2206401.matteo.trevisan,,,,,,,,,627.0,ITRA skipped because UTMB 627.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Alessandro Monteleone,625.0,Alessandro MONTELEONE,1.0,https://utmb.world/runner/5142460.alessandro.monteleone,,,,,,,,,625.0,ITRA skipped because UTMB 625.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
